,Item,Title,Price,State,City,User
0,Iphone 7,iPhone 7 Apple 32gb Sellado Libre + Original Gtia + Templado,32989.99,Capital Federal,Palermo Soho,333535949
1,Iphone 7,iPhone 7 Apple 128gb Sellado Original Gtia 1 Ano + Templado!,39989.99,Capital Federal,Palermo Soho,333535949
2,Iphone 7,iPhone 7 Plus Apple 128gb 4g 4k Sellado Garantia 1 Ano Envio,49989.99,Capital Federal,Palermo Soho,333535949
3,Iphone 7,iPhone 7 Plus 32gb Nuevos Libres Garantia Envios + Templado,46989.99,Capital Federal,Palermo Soho,333535949
4,Iphone 7,iPhone 7 Apple 128gb Sellado + Original Garantia 1 Ano !!!,41498.0,Capital Federal,capital federal,128885
5,Iphone 7,Apple iPhone 7 32gb Lte 4g 4.7 Liberados Fabrica Garantia,36499.0,Capital Federal,Caballito,90262631
6,Iphone 7,iPhone 7 Apple 128gb Sellado Original + Garantia + Templado!,49989.99,Capital Federal,Palermo Soho,333535949
7,Iphone 7,Apple iPhone 7 128gb Lte 4g 4.7 Liberados Fabrica Sellados,40990.0,Capital Federal,Caballito,90262631
8,Iphone 7,Celular iPhone 7 32gb 2gb Ram Ios Apple Lte 4g Cuotas,23999.0,Capital Federal,C.A.B.A.,119914491
9,Iphone 7,Izalo: Apple iPhone 7 Plus 128gb Libres Con Garantia+ Local!,50999.0,Santa Fe,Rosario,124358771
10,Iphone 7,iPhone 7 Plus 128 Gb Nuevos Caja Sellada Originales,45850.0,Capital Federal,Belgrano R,92099663
11,Iphone 7,Apple iPhone 7 Plus 32gb Lte 4g Liberados Fabrica Garantia,43999.0,Capital Federal,Caballito,90262631
12,Iphone 7,iPhone 7 Plus 32gb Bueno Negro Liberado,25864.0,Capital Federal,Palermo,304248120
13,Iphone 7,Apple iPhone Plus 7 128gb 5.5' Retina 12mp 7mp 4k Sumergible,57379.99,Capital Federal,Las Canitas,78097118
14,Iphone 7,iPhone 7 32gb Nuevo En Caja Sellado Con 12 Meses D Garantia,31999.0,Capital Federal,Monserrat,279880032
15,Iphone 7,Apple iPhone Plus 7 32gb 5.5' Retina 12mp 4k 7mp Stereo,50979.99,Capital Federal,Las Canitas,78097118
16,Iphone 7,Apple iPhone 7 32gb 4.7' Retina 12mp 7mp 4k 2gb Sumergible,39879.99,Capital Federal,Las Canitas,78097118
17,Iphone 7,iPhone 7 Apple 32gb Sellado Libre + Original Garantia 1 Ano,36799.0,Capital Federal,capital federal,128885
18,Iphone 7,iPhone 7 Plus De 32gb Nuevo Libre Cn Gtia Envios!!,37300.0,Cordoba,Cordoba,189765251
19,Iphone 7,Celular iPhone 7 128gb 2gb Ram 12mp 7mp Apple Oferta Cuotas,29999.0,Capital Federal,Belgrano,309453406
20,Iphone 7,iPhone 7 Apple 32gb Plus 5.5 4g 4k Sellado + Garantia 1 Ano,46999.0,Capital Federal,capital federal,128885
21,Iphone 7,iPhone 7 32gb Muy Bueno Negro Liberado,19273.0,Capital Federal,Palermo,304248120
22,Iphone 7,Apple iPhone 7 Plus 256gb 5.5 12mp Liberados Gtia Templado!,49989.99,Capital Federal,Palermo Soho,333535949
23,Iphone 7,iPhone 7 Apple 128gb Plus 4g 4k Sellado + Garantia 1 Ano!!,49499.0,Capital Federal,capital federal,128885
24,Iphone 7,Apple iPhone 7 32gb  12mpx Liberados + Combo Accesorios,27470.0,Misiones,San Javier,258500012
25,Iphone 7,Apple iPhone 7 128gb 4.7' Retina 12mp 7mp 4k 2gb Sumergible,47179.99,Capital Federal,Las Canitas,78097118
26,Iphone 7,iPhone 7 - 128gb - A10 - 12 Mp / 4k - Retina Hd - 4.7 Rose,41999.99,Capital Federal,CAPITAL FEDERAL,280992944
27,Iphone 7,iPhone 7 32gb 6 Cuotas Tarjetas! Apple Caja Cerrada Sellada,36490.0,Santa Fe,Rosario,47188967
28,Iphone 7,iPhone 7-32gb -a10-12 Mp / 4k-retina Hd-4.7 Jet Black,36999.99,Capital Federal,CAPITAL FEDERAL,280992944
29,Iphone 7,iPhone 7 Plus 256gb,39000.0,Buenos Aires,san antonio de padua,122761332
30,Iphone 7,Apple iPhone 7 Plus 128gb Nuevos En Caja Sellados La Plata,45200.0,Buenos Aires,La Plata,120226721
31,Iphone 7,Celular iPhone 7 128gb 2gb Ram Ios Apple Lte 4g Cuotas ,29999.0,Capital Federal,C.A.B.A.,119914491
32,Iphone 7,Apple iPhone 7 128gb A10 4k Retina 12mp Libres En Stock Ya,29999.0,Capital Federal,MICRO CENTRO,216467614
33,Iphone 7,Apple iPhone 7 32gb 4.7'  12mp - 7mp- 4k 2gb Originales ,36999.0,Capital Federal,Balvanera,381021311
34,Iphone 7,Apple iPhone 7 32gb 4.7'  12mp - 7mp- 4k 2gb Sumergible,31000.0,Capital Federal,Balvanera,381021311
35,Iphone 7,iPhone 7 32 Gb  (todos Los Colores) Nuevo Originales Sellado,36999.0,Capital Federal,Caballito,3232855
36,Iphone 7,iPhone 7 Plus 32 Gb,11000.0,Buenos Aires,Caballito,353368838
37,Iphone 7,iPhone 7 32gb Nuevos Oportunidad Apple Usa Legitimos Cuotas,27499.0,Capital Federal,Puerto Madero,77447994
38,Iphone 7,iPhone 7 - 128gb - En Cuotas!,29000.0,Capital Federal,Villa Ortuzar,91315309
39,Iphone 7,"iPhone 5s Usado, Gris 16gb Cargador,fundas. No Permuto",7000.0,Capital Federal,San Nicolas,209010728
40,Iphone 7,iPhone 7 Plus 32gb No Liberado Rosa,14999.0,Capital Federal,Capital Federal,93415480
41,Iphone 7,"Apple iPhone 7, Gsm Desbloqueado, 256 Gb - Plateado (certifi",20864.32,Buenos Aires,Avellaneda,282791920
42,Iphone 7,iPhone 7 Plus 128gb Nuevos Sellados Promo Garantia Cuotas,68999.0,Capital Federal,Puerto Madero,77447994
43,Iphone 7,Apple iPhone 7 32 Gb A10 4k Retina 12mp Libres En Stock Ya,27999.0,Capital Federal,MICRO CENTRO,216467614
44,Iphone 7,iPhone 7 Plus 128 Gb Rosa Funciona Ok Con Pantalla Rota,27990.0,Capital Federal,CABA,82356987
45,Iphone 7,iPhone 7 32 Gb En Excelente Estado Liberado,13000.0,Capital Federal,Palermo,315793342
46,Iphone 7,"iPhone 7 Plus, Jet Black 128gb",35900.0,Capital Federal,Balvanera,29603319
47,Iphone 7,iPhone 7 Plus 128gb Libre Con Caja Y Accesorios,35200.0,Buenos Aires,Tigre,227311765
48,Iphone 7,iPhone 7 Plus 32 Gb Nuevos Caja Sellada Originales,45499.0,Capital Federal,Belgrano R,92099663
49,Iphone 7,Nuevo Apple iPhone X 64gb Original Garantia 1 Ano,35000.0,Cordoba,Rio Cuarto,436622205
50,Iphone 7,Apple iPhone 7 Plus 32gb Cuotas S/int! Sellado Gtia Oficial ,49590.0,Capital Federal,Nunez,17846983
51,Iphone 7,Apple iPhone 7 Plus 32gb Orig Sellado Fact Garantia Oficial,40990.0,Capital Federal,Nunez,17846983
52,Iphone 7,Apple iPhone 7 32gb Cuotas S/int! Sellado Fact Gtia Oficial,42390.0,Capital Federal,Nunez,17846983
53,Iphone 7,iPhone 7 Plus 32 Gb Libre Nuevo Traido Usa Desbloqueado,32000.0,Buenos Aires,LomasdeZamora,199050594
54,Iphone 7,iPhone 7 32gb Nuevos Liberados,23999.0,Capital Federal,Capital federal,40502308
55,Iphone 7,Apple iPhone 7 128gb Cuotas S/int! Sellado Fact Gtia Oficial,45990.0,Capital Federal,Nunez,17846983
56,Iphone 7,Apple iPhone 7 32gb Original Sellado Fact Garantia Oficial,34990.0,Capital Federal,NUNEZ,17846983
57,Iphone 7,Apple iPhone 7 128 Gb  + Combo Accesorios,27670.0,Misiones,Posadas,258500012
58,Iphone 7,Celular Liberado iPhone 7 256gb 2gb Ram  Ios 10 Original,41999.0,Capital Federal,C.A.B.A.,119914491
59,Iphone 7,Apple iPhone 7 Plus 128gb Original Sellado Garantia Oficial,45990.0,Capital Federal,Nunez,17846983
60,Iphone 7,Apple iPhone 7 Plus 128gb Cuotas S/int! Sellado Gtia Oficial,55690.0,Capital Federal,Nunez,17846983
61,Iphone 7,iPhone 7 Plus 32 Gb Libre Nuevo Traido Usa Desbloqueado,32000.0,Buenos Aires,Lomas de Zamora,377788885
62,Iphone 7,Apple iPhone 7 128gb Original Sellado Fact Garantia Oficial,37990.0,Capital Federal,Nunez,17846983
63,Iphone 7,iPhone 7 Plus 128gb Gold Multimarcas Recoleta,39000.0,Chaco,Resistencia,276394270
64,Iphone 7,Apple iPhone 7 128 Gb + Earpods I7s Y Combo Accesorios,39500.0,Misiones,Posadas,258500012
65,Iphone 7,iPhone 7 32g Lte Nuevo Sellado.-varios Colores,32800.0,Capital Federal,Flores,79835744
66,Iphone 7,iPhone 7 32gb - Libre - 4k 12mp - 4g Lte Local A La Calle,29999.0,Capital Federal,San Nicolas,146480022
67,Iphone 7,iPhone 7 Black Mate 128gb Nuevo En Caja Con Accesorios,17000.0,Buenos Aires,Moreno,24626895
68,Iphone 7,iPhone 7 32gb,5500.0,Corrientes,Corrientes,319269104
69,Iphone 7,iPhone 7 Plus 128gb Nuevos Sellado Eeuu Oportunid Efv Libres,68499.0,Capital Federal,Puerto Madero,77447994
70,Iphone 7,Test No Ofertar - Apple iPhone 7 32 Gb,23.0,Capital Federal,lugano,261580150
71,Iphone 7,Vendo O Permuto iPhone 7 Por S8,16000.0,Buenos Aires,General San Martin,258009177
72,Iphone 7,iPhone 7 Black 128gb Error Baseband No Llamadas / Wi-fi,16478.97,Buenos Aires,Martinez,9316603
73,Iphone 7,iPhone 7 Plus 128gb Con Caja Y Accesorios,35200.0,Buenos Aires,Tigre,227311765
74,Iphone 7,iPhone 7 256gb Nuevo Caja Sellada Con Garantia Y Acceso,31900.0,Buenos Aires,Beccar,42904173
75,Iphone 7,"iPhone 7 Plus Rose Gold, No Funciona(solo P/repuestos)leer",15000.0,Capital Federal,BUENOS AIRES,155518960
76,Iphone 7,iPhone 7 Plus 128gb (c/garantia),24000.0,Misiones,Pto Iguazu,248125316
77,Iphone 7,iPhone 7 Apple 32gb Libre Unlocked Refubrished Accesorios,24999.0,Buenos Aires,Merlo,144466262
78,Iphone 7,Apple iPhone 7 Plus 32 Gb Libre Negro Rosa Dorado Plateado,39999.0,Buenos Aires,lanus oeste,5601742
79,Iphone 7,iPhone 7 32gb Bueno Negro Liberado,17061.0,Capital Federal,Palermo,304248120
80,Iphone 7,iPhone 7 Plus 32 Gb Sellados  (negro) Nuevos Originales,70000.0,Capital Federal,Balvanera,10555379
81,Iphone 7,iPhone 7 32gb-libre De Fabrica-garantia Oficial-,31000.0,Capital Federal,Puerto Madero,287054359
82,Iphone 7,iPhone 7 Plus 128 Gb Sin Caja,45995.04,Capital Federal,Belgrano,49215560
83,Iphone 7,iPhone 7 32gb,18000.0,Buenos Aires,Pergamino,24155222
84,Iphone 7,iPhone 7 Plus,27000.0,Capital Federal,CABA,267734734
85,Iphone 7,Celular iPhone 7 256gb 2gb Ram 12mp 7mp Liberado Original ,42999.0,Capital Federal,Belgrano,309453406
86,Iphone 7,Apple iPhone 7 Plus 256gb Cuotas S/int! Sellado Gtia Oficial,66590.0,Capital Federal,Nunez,17846983
87,Iphone 7,iPhone 7,13500.0,Capital Federal,Caballito,126941525
88,Iphone 7,iPhone 7plus 128gb Solo Para Personal Impec  Koriaudio !!!,42500.0,Capital Federal,Velez Sarsfield,239110457
89,Iphone 7,iPhone 7 Plus 32 Gb Cuotas Sin Interes  (promo Negro),70000.0,Capital Federal,Balvanera,10555379
90,Iphone 7,Apple iPhone 7 32gb Perfecto Estado Con Accesorios Originale,26989.99,Capital Federal,Palermo Soho,333535949
91,Iphone 7,iPhone 7 32gb Ni Una Marca! Liberado Vendedor 100% Calific +,21490.0,Buenos Aires,Pergamino,82895205
92,Iphone 7,Celular iPhone 7 Plus Libre Reacondicionado  Rebaja ,33249.0,Cordoba,Cordoba,212011454
93,Iphone 7,iPhone 7. Solo Para Wifi Y Datos. Leer Descripcion,5000.0,Buenos Aires,Bolivar,313192718
94,Iphone 7,Apple iPhone 7 Plus Black 256gb Lte Libre Nuevo Caja Sellada,48500.0,Buenos Aires,Chascomus,89312402
95,Iphone 7,iPhone 7 256gb Libre De Fabrica + Garantia Impecable,24980.0,Capital Federal,Recoleta,305838190
96,Iphone 7,"iPhone 7 Plus 128gb Rojo Edicion Limitada Excelente , Unico",32500.0,Capital Federal,San Telmo,97403953
97,Iphone 7,iPhone 7 32 Gb  Todos Los Colores Originales Sellados,67899.0,Capital Federal,Balvanera,10555379
98,Iphone 7,iPhone 7,13500.0,Santa Fe,santa fe,275673912
99,Iphone 7,iPhone 7 Plus 32gb Muy Bueno Negro Liberado,29249.0,Capital Federal,Palermo,304248120
100,Iphone 7,iPhone 8 64gb Permuto iPhone 7 8 Plus  Xs Max Xr,34000.0,Buenos Aires,florida,129390255
101,Iphone 7,iPhone 7 32 Gb Consulta Colores  Cuotas Sin Interes,36999.0,Capital Federal,Balvanera,381021311
102,Iphone 7,Vendo iPhone 7 Plus 256gb,21000.0,Misiones,Santa Ana,191120637
103,Iphone 7,iPhone 7 Plus  32gb Apple Original Libre Garantia + Templado,34999.0,Capital Federal,Flores,194244598
104,Iphone 7,iPhone 7 Apple 128gb Sellado Original 12mp Ios 10 Evotech,42649.0,Buenos Aires,Martinez,187270707
105,Iphone 7,Celular iPhone 5s Apple 4g Lte Chip A7 64 Bits Id Touch 8mp,10799.0,Capital Federal,Belgrano,109550524
106,Iphone 7,iPhone 7 Plus Usado No Funciona,10000.0,Capital Federal,caba,81700809
107,Iphone 7,iPhone 7-32gb -a10-12 Mp / 4k-retina Hd-4.7 Rose Gold,36999.99,Capital Federal,CAPITAL FEDERAL,280992944
108,Iphone 7,iPhone 7 Plus 128gb Apple Original Gold  Cargador Garantia,39999.0,Capital Federal,Flores,194244598
109,Iphone 7,Apple iPhone 7 Plus 256gb Negro Mate - Cable Nuevo De Regalo,39986.32,Capital Federal,Puerto Madero,105665176
110,Iphone 7,iPhone 7 32gb Bueno Gris Liberado,17061.0,Capital Federal,Palermo,304248120
111,Iphone 7,Celular Libre Apple iPhone 7 Plus Mnqq2le/a Rosa 32gb,59999.0,Capital Federal,Belgrano,284428514
112,Iphone 7,iPhone 7 256gb Black Mate Libre + Garantia,24980.0,Capital Federal,Recoleta,305838190
113,Iphone 7,"iPhone 7 Mas Caso , Zizo [ Tornillo Serie ] W / Free [ Ipho",2499.56,Buenos Aires,Avellaneda,290089851
114,Iphone 7,Celular Apple iPhone 7 32gb 4g Lte Sellado,34999.0,Capital Federal,Villa Devoto,245722648
115,Iphone 7,Rosario Celular iPhone 7 Plus 128gb Nuevo Sellado Apple,60449.99,Santa Fe,Rosario,140019183
116,Iphone 7,iPhone 7 Plus 256 Gb En Caja Y Accesorios Libre De Todo !,29999.0,Capital Federal,Almagro,49011672
117,Iphone 7,iPhone 7 Plus 32gb Bueno Gris Liberado,25864.0,Capital Federal,Palermo,304248120
118,Iphone 7,iPhone 7 Rosa Nuevo Nada De Uso  Mas iPhone 6 Plus,50000.0,Buenos Aires,Malvinas Argentinas,300013465
119,Iphone 7,iPhone 7 Plus 32 Gb Nuevo En Caja Sellada ,24899.0,Buenos Aires,Avellaneda,225072721
120,Iphone 7,iPhone 7 Plus 128gb Gold,31900.0,Chaco,Resistencia,276394270
121,Iphone 7,iPhone 7 Plus 32 Gb. Liberado.,19999.0,Buenos Aires,Chacabuco,352700034
122,Iphone 7,iPhone 7plus Black Mate 128 Gb,35000.0,Capital Federal,Belgrano,245266809
123,Iphone 7,iPhone 7 Mate Black 128 Gb Liberado. A Nuevo.,32199.0,Capital Federal,Belgrano,158240589
124,Iphone 7,iPhone Xr 6.1p Hd 128/3gb Ram 12/7 Mpx Face Id Dual Gtia Loc,60631.04,Capital Federal,Barracas,78008144
125,Iphone 7,iPhone 7 Plus Gris Plata,26000.0,Capital Federal,Palermo,49007363
126,Iphone 7,iPhone 7 Plus 32 Gb Nuevos Originales Sellados  Negro,70000.0,Capital Federal,Balvanera,10555379
127,Iphone 7,iPhone 7 Plus 128gb Pink Placa Rota,14000.0,Capital Federal,Buenos Aires,3354481
128,Iphone 7,Apple iPhone 7 Plus,25000.0,La Rioja,Famatina,208201665
129,Iphone 7,Izalo: Apple iPhone 7 Plus 128gb Libres Con Garantia+ Local!,42999.0,Santa Fe,Rosario,124358771
130,Iphone 7,iPhone 7 Plus Silver 32gb - Youtube Premium - Impecable.,29900.0,Entre Rios,Parana,185077251
131,Iphone 7,iPhone 7 Plus 128gb Negro Mate Liberado C/funda!,27900.0,Buenos Aires,San Isidro,85702720
132,Iphone 7,Apple iPhone 7 128gb Lte 4g 4.7 Liberado 6 M De Uso,24900.0,Buenos Aires,Vicente Lopez,31917453
133,Iphone 7,"iPhone 8 Plus 256gb Gold /silver 5,5 Liberado",55000.0,Buenos Aires,Lanus,291119964
134,Iphone 7,Celular iPhone 7 Plus - 5.5 Pulgadas -  32 Gb - Liberado - R,41927.89,Buenos Aires,Avellaneda,306912651
135,Iphone 7,iPhone 7 32 Gb Nuevo En Caja Sellado Recibo  Gtia De 1 Ano,38999.0,Capital Federal,Almagro,41346155
136,Iphone 7,iPhone 7 Plus 32 Gb (no Permuto) (leer),21000.0,Buenos Aires,bernal,285531892
137,Iphone 7,iPhone 7 128gb Jet Black + Accesorios Originales,25800.0,Buenos Aires,Longchamps,394240537
138,Iphone 7,iPhone 7 Plus 32gb Liberado,1500.0,Capital Federal,Almagro,268289611
139,Iphone 7,Apple iPhone 8 Plus  64gb - Libre Sellado Nuevo! _1,55375.0,Santa Fe,Rosario,278909738
140,Iphone 7,iPhone 7 32gb Apple Caja Cerrada Sellada Local Garantia,30490.0,Santa Fe,Rosario,47188967
141,Iphone 7,iPhone 7 32gb Placa Rota,15000.0,Santa Fe,Santa Fe,267006090
142,Iphone 7,Celular Liberado Apple iPhone 7 128gb Con Caja Impecable,25000.0,Capital Federal,Palermo,42846946
143,Iphone 7,iPhone 7 Plus 128 Gb  Jet Negro Liberado,28500.0,Buenos Aires,Castelar,59284209
144,Iphone 7,iPhone 7 Plus 32/2gb Ram 5.5phd 12/7mpx Ios12 Garantia Local,41847.99,Capital Federal,Barracas,78008144
145,Iphone 7,iPhone 7 Plus 256 Gb Negro Mate,31500.0,Capital Federal,San Nicolas,77987535
146,Iphone 7,Apple iPhone 7 Plus 32gb Nuevo Sellado _8,45904.51,Santa Fe,Rosario,325038773
147,Iphone 7,iPhone 7 Plus 128 Gb Nuevo!!! Local!!!,41499.0,Buenos Aires,Lomas de Zamora,254654849
148,Iphone 7,iPhone 7 32gb Negro Libre ,21850.0,Cordoba,cordoba,38772626
149,Iphone 7,Apple iPhone 7 32gb-caja-accesorios-excelente,23000.0,Cordoba,Cordoba,42832970
150,Samsung s8,Celular Libre Samsung Galaxy S8 Gris Orquidea,37999.0,Capital Federal,Balvanera,143125485
151,Samsung s8,Samsung Galaxy S8 Edge  S.o Movistar ,32999.0,Capital Federal,Nunez,287440338
152,Samsung s8,Samsung Galaxy S8 G950f 64 Gb - Libre Refabricado A Nuevo,19000.0,Capital Federal,Ciudad Autonoma de Buenos Aires,277962355
153,Samsung s8,Celular Samsung Galaxy S8 Liberado Octacore 4g 64gb 5.8,29999.0,Capital Federal,Belgrano,172753273
154,Samsung s8,Samsung Galaxy S8 Refabricado 64gb 4gb Ram 12mp 8mp Liberado,21999.99,Capital Federal,Belgrano,309453406
155,Samsung s8,Samsung Galaxy S8 Plus Refabricado 64gb 4gb Ram Liberado,23999.0,Capital Federal,C.A.B.A.,119914491
