,Item,Title,Price,State,City,User
311,Moto X Style,Motorola Stylus 32gb 4g Nuevo Personal Lcd 5 Pulgadas Nuevo,14999.0,Capital Federal,Buenos Aires,273324593
312,Moto X Style,Motorola Moto X Style 16gb Liberado (leer Bien),5999.0,Buenos Aires,san andres,87136421
313,Moto X Style,Moto X Style O Pure Xt1575 Con Detalle,3500.0,La Pampa,General Pico,89656510
314,Moto X Style,Moto X Pure Style Bamboo Xt1572 Libre 4g Arg 32gb Notredame,8999.0,Capital Federal,Ciudad de buenos aires BELGRANO,437271
315,Moto X Style,Moto X Pure Edition 32gb Xt1575,7800.0,Capital Federal,microcentro,491201
316,Moto X Style,Celular Libre Moto X Stylus 32gb 4g Color Gris Bambu Nuevo,15000.0,Capital Federal,Buenos Aires,273324593
317,Moto X Style,Motorola Moto X Style (modulo Roto),3300.0,Buenos Aires,La Matanza,201698054
318,Moto X Style,Moto X 2017 32gb 4g Bambo Stylus Pure Edition Nuevo Oem,15000.0,Capital Federal,San Telmo,151389331
319,Moto X Style,Celular Moto X X2 Pure Stylus 16gb Tapa Negra Funda Lila,12000.0,Capital Federal,San Telmo,140491531
320,Moto X Style,Celular Motorola Xt1570 X2 16gb 4g Motox Edition Negro Style,6811.0,Capital Federal,San Telmo,151389331
321,Moto X Style,Celular Moto X X2 Xt1575 Stylus Pure Edition 4g Cam 21 Mpx,12000.0,Capital Federal,San Telmo,140491531
322,Moto X Style,Celular Moto X X2 Xt1575 Pure Stylus 16gb El Mejor De Todos,12000.0,Capital Federal,San Telmo,140491531
323,Moto X Style,Motorola Moto X2 Pure Bambu Usado 16gb 4g Camara 20mp Xt1575,12000.0,Capital Federal,San Telmo,140491531
324,Moto X Style,Motorola Moto X X2 Pure Stylus 32gb 4g Camara 21mp Xt1572,25000.0,Capital Federal,San Telmo,140491531
325,Moto X Style,Motorola Moto X X2 Xt1575 Pure Stylus 16gb Hexa-core 3gb Ram,12000.0,Capital Federal,San Telmo,140491531
326,Moto X Style,Motorola Xt1575 Moto X 2a X2 16gb 4g Edicion Pure Edition,6507.55,Capital Federal,San Telmo,151389331
327,Moto X Style,Celular Moto X Pure Mp3 Nuevo Oem Edicion Limitada Bambu 4g,15000.0,Capital Federal,San Telmo,151389331
328,Moto X Style,Celular Motorola X2 Moto X Pure Edition Style Xt1572 Violeta,6803.0,Capital Federal,San Telmo,151389331
329,Moto X Style,Motorola Moto X Stylus 4g Bambu Blanco 32gb 4g Oem Sin Caja,15000.0,Capital Federal,San Telmo,151389331
330,Moto X Style,Celular Moto X X2 Xt1575 Stylus Pure Edition 4g Cam 20 Mpx,15000.0,Capital Federal,San Telmo,140491531
331,Moto X Style,Celular Moto X X2 Pure Styl 16gb Pantala Grande Xt1571 Libre,15000.0,Capital Federal,San Telmo,140491531
332,Moto X Style,Celular Moto X X2 Xt1574 Stylus Pure Edition 4g Color Negro,12000.0,Capital Federal,San Telmo,140491531
333,Moto X Style,Celular Motorola X2 Xt1572 16gb 4g Moto X Black Stylus,6502.0,Capital Federal,San Telmo,151389331
334,Moto X Style,Celular Moto X X2 Stylus Xt1570 4g Cam 21 Mpx Pure Edition,25000.0,Capital Federal,San Telmo,140491531
335,Moto X Style,Motorola Moto X X2 Xt1572 16gb Hexa-core 3gb Ram Pure Stylus,15000.0,Capital Federal,San Telmo,140491531
336,Moto X Style,Motorola Moto X X2 Xt1572 16gb Hexacore 3gb-ram Stylus Negro,12000.0,Capital Federal,San Telmo,140491531
337,Moto X Style,Motorola Moto X 2a Gen Xt1572 Pure Edition Negro Modelo4,12000.0,Capital Federal,San Telmo,140491531
338,Moto X Style,Moto X 2017 32gb 4g Bambo Stylus Pure Edition Gold Version,11999.99,Capital Federal,San Telmo,151389331
339,Moto X Style,Celular Moto X X2 Xt1575 Pure Stylus 16gb 4g Gps Muy Rapido,12000.0,Capital Federal,San Telmo,140491531
340,Moto X Style,Motorola Moto X 2a Gen Xt1575 16gb 4g Edicion Pure Usado,6999.0,Capital Federal,San Telmo,140491531
341,Moto X Style,Motorola Moto X X2 Pure Stylus 16gb 4g Camara 23mp Xt1575,15000.0,Capital Federal,San Telmo,140491531
342,Moto X Style,Celular Moto X Pure Stylus 32gb 4g Bambu Nuevo Oem Sin Caja,15000.0,Capital Federal,San Telmo,151389331
343,Moto X Style,Celular Moto X1059 Bambu Libre Oem 32gb Stylus Pure Edition,13999.0,Capital Federal,San Telmo,151389331
344,Moto X Style,Moto X 2017 32gb 4g Bambo Stylus Pure Edition Oem Suelto Mp3,13999.0,Capital Federal,San Telmo,151389331
345,Moto X Style,Celular Moto X X2 Stylus Xt1572 Pure Edition 4g Cam 22 Mpx,15000.0,Capital Federal,San Telmo,140491531
346,Moto X Style,Celular Motorola Xt1575 X2 16gb 4g Moto X Edition Style Pure,8000.0,Capital Federal,San Telmo,151389331
347,Moto X Style,Celular Moto X Pure Stylus Edition Blanco Bambu 32gb Nuevo,18999.0,Capital Federal,San Telmo,151389331
348,Moto X Style,Motorola Moto X 2a Gen Xt1572 16gb 4g Edicion Pure Stylus,6806.0,Capital Federal,San Telmo,151389331
349,Moto X Style,Motorola Moto X X2 Pure Stylus Edition 16gb 4g Camara 20mp,12000.0,Capital Federal,San Telmo,140491531
350,Moto X Style,Celular Moto X Bambu Stylus Pure Edition Blanco Nuevo 0km,26001.56,Capital Federal,San Telmo,91813348
351,Moto X Style,Motorola Moto X Stylus 4g Bambu Blanco 32gb 4g Nuevo Suelto,15000.0,Capital Federal,San Telmo,151389331
352,Moto X Style,Motorola Moto X 2 Generacion Xt1575 32gb Liberado 4g Bamboo,20000.0,Capital Federal,San Telmo,151389331
353,Moto X Style,Celular Moto X 3 Generacion Stylus 4g Bambo Bambu Madera New,15000.0,Capital Federal,San Telmo,151389331
354,Moto X Style,Celular Moto X X2 Stylus Xt1572 Pure Edition 4g Nuevo 0km,23000.0,Capital Federal,San Telmo,140491531
355,Moto X Style,Motorola Moto X X2 Pure Stylus 16gb 4g Camara 20mp Nuevo 0km,23000.0,Capital Federal,San Telmo,140491531
356,Moto X Style,Motorola Moto X X2 Pure Stylus 16gb Hexacore 3gb Ram Xt1570,15000.0,Capital Federal,San Telmo,140491531
357,Moto X Style,Celular Motorola Xt1572 X2 4g 16gb Moto X Edition Pure Black,6814.14,Capital Federal,San Telmo,151389331
358,Moto X Style,Celular Motorola Moto X Edition Pure  Xt1570 X2 4g 16gb Ver3,6999.0,Capital Federal,San Telmo,151389331
359,Moto X Style,Celular Moto X X2 Pure Stylus 16gb El Mejor De Todos Xt1570,12000.0,Capital Federal,San Telmo,140491531
360,Moto X Style,Motorola Moto X 2da Gen Xt1575 16gb 4g Pure Edition Libre,6505.0,Capital Federal,San Telmo,151389331
361,Moto X Style,Celular Moto X X2 Xt1573 Stylus Pure Bambu 4g Con Detalles,12000.0,Capital Federal,San Telmo,140491531
362,Moto X Style,Celular Moto X X2 Xt1572 Stylus Edition16gb 4g Gps Leer Todo,12000.0,Capital Federal,San Telmo,140491531
363,Moto X Style,Celular Motorola Xt1573 St 16gb 4g Moto X Edition Style Pure,7999.24,Capital Federal,San Telmo,151389331
364,Moto X Style,Celular Moto X X2 Xt1575 Pure Stylus 16gb 4g Ultra Rapido,12000.0,Capital Federal,San Telmo,140491531
365,Moto X Style,Motorola Moto X X2 Xt1574 Negro Stylus 16gb Hexacore 2gb Ram,12000.0,Capital Federal,San Telmo,140491531
366,Moto X Style,Celular Motorola Moto X X2 Xt1572 16gb 4g Style Pure Marron,6503.0,Capital Federal,San Telmo,151389331
367,Moto X Style,Motorola Moto X X2 Xt1570 16gb Hexa-core 3gb Ram Stylus Pure,12000.0,Capital Federal,San Telmo,140491531
368,Moto X Style,Motorola Moto X X2 Pure Stylus 16gb 4g Camara 21mp Xt1572,15000.0,Capital Federal,San Telmo,140491531
369,Moto X Style,Motorola Moto X X2 Xt1575 Pure Stylus 16gb 4g Camara 21mp,12000.0,Capital Federal,San Telmo,140491531
370,Moto X Style,Motorola Moto X2da-gen Xt1573 16gb 4g Style Pure 3gb Ram,6806.0,Capital Federal,San Telmo,151389331
371,Moto X Style,Celular Moto X X2 Xt1575 Pure Stylus 16gb 4g Bateria Dura Ok,12000.0,Capital Federal,San Telmo,140491531
372,Moto X Style,Celular Moto X X2 Stylus Xt1572 4g Mp3 Mp4 Pure Edition Gris,12000.0,Capital Federal,San Telmo,140491531
373,Moto X Style,Motorola Moto X X2 Pure Stylus 16gb 4g Camara 20mp Xt1573,12000.0,Capital Federal,San Telmo,140491531
374,Moto X Style,Celular Moto X Pure Bambo Edition White Mp3 Nuevo En Caja,20000.0,Capital Federal,San Telmo,151389331
375,Moto X Style,Celular Moto X Pure Styl Edition White Bambo 32gb Nuevo,22000.0,Capital Federal,San Telmo,151389331
376,Moto X Style,Motorola Moto X2 Pure Bambu White 32gb 4g Camara 20mp Xt1575,22000.0,Capital Federal,San Telmo,140491531
377,Moto X Style,Motorola Moto X 2a Gen Xt1575 16gb 4g Edicion Pure Edition,6506.0,Capital Federal,San Telmo,151389331
378,Moto X Style,Motorola Moto X X2 Xt1575 Pure Stylus 16gb 3gb Ram Hexacore,15000.0,Capital Federal,San Telmo,140491531
379,Moto X Style,Motorola Moto X X2 Pure Stylus 16gb Black 3gb Ram Xt1572,12000.0,Capital Federal,San Telmo,140491531
380,Moto X Style,Motorola Moto X X2 Xt1571 Pure Stylus 16gb 4g Modelo3 Gris,12000.0,Capital Federal,San Telmo,140491531
381,Moto X Style,Celular Motorola X2 Moto X Pure Edition Styl Limitado Xt1572,6807.0,Capital Federal,San Telmo,151389331
382,Moto X Style,Celular Moto X Stylus 32gb Lte 4g Ram 3gb 8core 2.2ghz Nuevo,18000.0,Capital Federal,San Telmo,151389331
383,Moto X Style,Celular Moto X X2 Stylus Xt1571 Pure Version 4g Color Gris,12000.0,Capital Federal,San Telmo,140491531
384,Moto X Style,Celular Moto X X2 Xt1572 Pure Stylus 16gb El Mejor De Todos,12000.0,Capital Federal,San Telmo,140491531
385,Moto X Style,Motorola Moto X X2 Xt1575 Pure Stylus 16gb 4g Camara 25mp,12000.0,Capital Federal,San Telmo,140491531
386,Moto X Style,Celular Moto X X2 Xt1575 Pure Stylus 16gb 4g Gps Mp3 Mp4,15000.0,Capital Federal,San Telmo,140491531
387,Moto X Style,Motorola Moto X X2 Pure Stylus 16gb Camara 20mp 4g Xt1570,12000.0,Capital Federal,San Telmo,140491531
388,Moto X Style,Celular Motorola Moto X Xt1572 16gb 4g Style No Anda Camara,8500.0,Capital Federal,San Telmo,151389331
389,Moto X Style,Celular Moto X Pure Mp3 Nuevo En Caja Edicion Limitada Bambu,20000.0,Capital Federal,San Telmo,151389331
390,Moto X Style,Celular Motorola Moto X Stylus 32gb Pure Nuevo En Caja Libre,23500.0,Capital Federal,San Telmo,140491531
391,Moto X Style,Celular Moto X X2 Xt1570 4g 21 Mp Pure Edition Stylus Negro,25000.0,Capital Federal,San Telmo,140491531
392,Moto X Style,Celular Moto X Bambu Pure Stylus De Madera 32gb 4g Nuevo 0km,17999.0,Capital Federal,San Telmo,151389331
393,Moto X Style,Celular Motorola X2 Moto X Stylus Mp3 Edition Limited Xt1573,6806.0,Capital Federal,San Telmo,151389331
394,Moto X Style,Motorola Moto X Stylus 4g Bambu Blanco 32gb 4g Con Cargador,15000.0,Capital Federal,San Telmo,151389331
395,Moto X Style,Celular Motorola Xt1571 X2 4g 16gb Moto X Stylus Pantalla 5,6799.99,Capital Federal,San Telmo,151389331
396,Moto X Style,Celular Moto X X2 Xt1570 16gb 4g Ultra Rapido Pure Stylus,12000.0,Capital Federal,San Telmo,140491531
397,Moto X Style,Celular Motorola Xt1575 X2 16gb 4g Moto X Edition Pure Negro,7813.13,Capital Federal,San Telmo,151389331
398,Moto X Style,Motorola Moto X 2a Gen Xt1575 16gb 4g Pure Edition Libre,25000.0,Capital Federal,San Telmo,140491531
399,Moto X Style,Celular Moto X X2 Xt1575 Pure Stylus 16gb 4g Gps Leer Todo,15000.0,Capital Federal,San Telmo,140491531
400,Moto X Style,Celular Moto X 32gb Lte 4g Ram 3gb 8 Core 2.2ghz Stylus Mp3,18009.0,Capital Federal,San Telmo,151389331
401,Moto X Style,Motorola Moto X Stylus 4g Tapa Bambu Blanco 32gb 4g Suelto,13999.99,Capital Federal,San Telmo,151389331
402,Moto X Style,Celular Moto X X2 Xt1575 Stylus Pure Edition 4g Con Detalles,15000.0,Capital Federal,San Telmo,140491531
403,Moto X Style,Celular Moto X X2 Motorola Xt1575 4g 16gb Pure Style V1.0,6813.0,Capital Federal,San Telmo,151389331
404,Moto X Style,Motorola Moto X Edicion Stylus 16gb Bat2800mha 4g Xt1572,22000.0,Capital Federal,San Telmo,140491531
405,Moto X Style,Celular Motorola Xt1571 X2 16gb 4g Moto X Style Pure Negro,8500.0,Capital Federal,San Telmo,151389331
406,Moto X Style,Celular Moto X Pure Stylus 32gb Bambu Nuevo En Caja Sellada,25000.0,Capital Federal,San Telmo,151389331
407,Moto X Style,Motorola Moto X Pure Edit 4g Bambu Blanco 32gb 4g Oem Suelto,13999.99,Capital Federal,San Telmo,151389331
408,Moto X Style,Motorola Moto X 2a Gen Xt1575 16gb 4g Edicion Pure Edition,22000.0,Capital Federal,San Telmo,140491531
409,Moto X Style,Celular Moto X X2 Xt1572 Stylus Pure 16gb 4g Ultra Rapido,12000.0,Capital Federal,San Telmo,140491531
410,Moto X Style,Motorola Moto X X2 Pure Stylus 16gb Hexa Core 3gb Ram Xt1575,12000.0,Capital Federal,San Telmo,140491531
411,Moto X Style,Celular Motorola Xt1575 X2 Moto X Pure Edition Style Limited,6902.0,Capital Federal,San Telmo,151389331
412,Moto X Style,Motorola Moto X 2da Gen Xt1572 16gb 4g Black Edition Style,6800.0,Capital Federal,San Telmo,151389331
413,Moto X Style,Celular Moto X Stylus Pure Version Bambu Blanco 32gb Nuevo,23000.0,Capital Federal,San Telmo,140491531
414,Moto X Style,Celular Moto X Pure Bambu Edition White Mp3 Nuevo En Caja,19999.0,Capital Federal,San Telmo,151389331
415,Moto X Style,Celular Moto X X2 Xt1574 Pure Styl Negro 16gb 4g 4gb Mp3,8514.0,Capital Federal,San Telmo,140491531
416,Moto X Style,Celular Motorola Moto Xt1571 4g 16gb Edition Pure Stylus,6799.99,Capital Federal,San Telmo,151389331
417,Moto X Style,Motorola Moto X 2a Gen Xt1572 Pure Edition Negro Nuevo 0km,25000.0,Capital Federal,San Telmo,140491531
418,Moto X Style,Celular Moto X X2 Stylus Pure Edition 4g Cam 21 Mpx Xt1572,25000.0,Capital Federal,San Telmo,140491531
419,Moto X Style,Motorola Moto X 2a Gen Xt1575 4g 16gb Edicion Pure Stylus,12000.0,Capital Federal,San Telmo,140491531
420,Moto X Style,Celular Moto X X2 Xt1575 Pure Stylus 16gb 4g Gps Super Fast,12000.0,Capital Federal,San Telmo,140491531
421,Moto X Style,Celular Motorola X2 Xt1570 - 4g Moto X Pure Styl Funda Lila,6802.0,Capital Federal,San Telmo,151389331
422,Moto X Style,Celular Motorola Moto X Styl Edition X2 Xt1572 Color Negro,7801.0,Capital Federal,San Telmo,151389331
423,Moto X Style,Celular Motorola Xt1570 X2 Moto X Pure Edition Style Black,6802.0,Capital Federal,San Telmo,151389331
424,Moto X Style,Celular Motorola Xt1572 X2 16gb 4g Moto X Style Pure White,6800.0,Capital Federal,San Telmo,151389331
425,Moto X Style,Motorola Moto X 2da Gen Xt1572 16gb 4g Style Pure Black,6806.0,Capital Federal,San Telmo,151389331
426,Moto X Style,Celular Moto X Stylus Pure Bambu Edition Blanco Nuevo 0km,23000.0,Capital Federal,San Telmo,140491531
427,Moto X Style,Motorola Moto X Stylus 4g Bambu Edition Color Blanco 32gb 4g,15000.0,Capital Federal,San Telmo,151389331
428,Moto X Style,Motorola Moto X X2 Pure Stylus 16gb 4g Color Negro Xt1571,12000.0,Capital Federal,San Telmo,140491531
429,Moto X Style,Motorola Moto X X2 Xt1575 Pure Stylus 16gb 4g Camara Nuevo,23531.7,Capital Federal,San Telmo,140491531
430,Moto X Style,Motorola Moto X 2da Gen Xt1570 16gb 4g Pure Edition Stylus,6805.0,Capital Federal,San Telmo,151389331
431,Moto X Style,Motorola Xt1575 Moto X 2a X2 16gb 4g Edicion Stylus Negro,6807.0,Capital Federal,San Telmo,151389331
432,Moto X Style,Celular Motorola X2 Xt1572 Moto X Pure Edition Color Marron,7501.0,Capital Federal,San Telmo,151389331
433,Moto X Style,Celular Motorola Moto X X2 Xt1570 16gb 4g Styl Edition Black,6803.0,Capital Federal,San Telmo,151389331
434,Moto X Style,Motorola Moto X 2da Gen Xt1575 16gb 4g Pure Edition Style,6804.0,Capital Federal,San Telmo,151389331
435,Moto X Style,Celular Motorola X2 Xt1570 16gb 4g Moto X Edition Pure Black,6803.0,Capital Federal,San Telmo,151389331
436,Moto X Style,Motorola Moto X X2 Xt1575 Pure Stylus 16gb 4g Camara 22mp,12000.0,Capital Federal,San Telmo,140491531
437,Moto X Style,Celular Moto X X2 Xt1574 Stylus Pure Edition 4g 16g Negro,22000.0,Capital Federal,San Telmo,140491531
438,Moto X Style,Motorola Moto X X3 Xt1575 32gb Hexacore 3gb-ram Stylus Bambu,22000.0,Capital Federal,San Telmo,140491531
439,Moto X Style,Celular Moto X X2 Xt1575 Pure Stylus 16gb 4g Rapido Nuevo,23000.0,Capital Federal,San Telmo,140491531
440,Moto X Style,Moto X Style Bamboo Libre,2500.0,Buenos Aires,Avellaneda,355517934
441,Moto X Style,Motorola X Style Bambu,4200.0,Buenos Aires,Pilar,148073262
442,Moto X Style,Motorola Pure 32gb 4g Nuevo Oem Libre Lcd 5 Pulgada Nuevo,14999.0,Capital Federal,Buenos Aires,273324593
443,Moto X Style,Celular Moto X Stylus Pure Edition Negro Usado 16gb 3gb Ram,8581.56,Capital Federal,San Telmo,91813348
444,Moto X Style,Celular Moto X Stilus Pure Edition Bambo White Nuevo 32gb,25014.76,Capital Federal,San Telmo,91813348
445,Moto X Style,Motorola X Bamboo 2da Generacion,2499.0,Buenos Aires,MORON,136694800
446,Moto X Style,"Motorola Styls 32gb 4g Nuevo Oem Lcd 5,1 Pulgadas Nuevo",15000.0,Capital Federal,Buenos Aires,273324593
447,Moto X Style,Motorola Styls 32gb 4g Nuevo En Caja Cerrada Consultar Stok,21999.99,Capital Federal,Buenos Aires,273324593
448,Moto X Style,Motorola Stylus 32gb 4g Nuevo Libre Lcd 5 Pulgadas Nuevo,16000.0,Capital Federal,Buenos Aires,273324593
449,Moto X Style,Motorola Style Pure Edition,6000.0,Buenos Aires,Lanus,108754202
